,Package,Sub_package,Prop_type,Difficulty_level,Holiday Package
3186,yoga,kriya,ashram,advanced,yoga_package_510
3187,yoga,power,ashram,advanced,yoga_package_511
3188,yoga,vipasana,ashram,advanced,yoga_package_512
3189,yoga,pregnent,ashram,advanced,yoga_package_513
3190,yoga,prenatal,ashram,advanced,yoga_package_514
3191,yoga,pranyama,ashram,advanced,yoga_package_515
3192,yoga,yin,ashram,advanced,yoga_package_516
3193,yoga,restorative,ashram,advanced,yoga_package_517
3194,yoga,nidra,ashram,advanced,yoga_package_518
3195,yoga,flow,ashram,advanced,yoga_package_519
3196,yoga,teacher training,ashram,advanced,yoga_package_520
3197,massage,relaxation therapeutic,ashram,advanced,massage_package_400
3198,massage,ayurveda de stress,ashram,advanced,massage_package_401
3199,massage,rejuvenation therapeautic,ashram,advanced,massage_package_402
3200,massage,salt glow,ashram,advanced,massage_package_403
3201,massage,deep tissue,ashram,advanced,massage_package_404
3202,massage,manipuri,ashram,advanced,massage_package_405
3203,massage,grounding aromatherapy,ashram,advanced,massage_package_406
3204,massage,thai,ashram,advanced,massage_package_407
3205,massage,indian head,ashram,advanced,massage_package_408
3206,massage,active,ashram,advanced,massage_package_409
3207,massage,sports recovery,ashram,advanced,massage_package_410
3208,massage,swedish,ashram,advanced,massage_package_411
3209,massage,earth stone,ashram,advanced,massage_package_412
3210,massage,kundilini back,ashram,advanced,massage_package_413
3211,massage,anti aging aroma,ashram,advanced,massage_package_414
3212,massage,detoxifying ayurvedic,ashram,advanced,massage_package_415
3213,massage,reflexology,ashram,advanced,massage_package_416
3214,massage,rejuvenation aroma,ashram,advanced,massage_package_417
3215,massage,healing scrub,ashram,advanced,massage_package_418
3216,massage,tonic vibro,ashram,advanced,massage_package_419
3217,massage,merma,ashram,advanced,massage_package_420
3218,meditation,loving-kindness meditation,ashram,advanced,meditation_package_153
3219,meditation,body scan or progressive relaxation,ashram,advanced,meditation_package_154
3220,meditation,mindfulness meditation,ashram,advanced,meditation_package_155
3221,meditation,breath awareness meditation,ashram,advanced,meditation_package_156
3222,meditation,kundalini yoga,ashram,advanced,meditation_package_157
3223,meditation,zen meditation,ashram,advanced,meditation_package_158
3224,meditation,transcendental meditation,ashram,advanced,meditation_package_159
3225,meditation,focussed attention meditation,ashram,advanced,meditation_package_160
3226,naturopathy,mud pack,ashram,advanced,naturopathy_package_324
3227,naturopathy,hydrotherapy,ashram,advanced,naturopathy_package_325
3228,naturopathy,hip bath,ashram,advanced,naturopathy_package_326
3229,naturopathy,spinal bath,ashram,advanced,naturopathy_package_327
3230,naturopathy,jet spray,ashram,advanced,naturopathy_package_328
3231,naturopathy,jacuzzi,ashram,advanced,naturopathy_package_329
3232,naturopathy,pranayama,ashram,advanced,naturopathy_package_330
3233,naturopathy,sunbath,ashram,advanced,naturopathy_package_331
3234,naturopathy,fasting,ashram,advanced,naturopathy_package_332
3235,naturopathy,aromatic hydrotherapy,ashram,advanced,naturopathy_package_333
3236,naturopathy,stimulating jet blitz showers,ashram,advanced,naturopathy_package_334
3237,naturopathy,jal neti,ashram,advanced,naturopathy_package_335
3238,naturopathy,kunjal kriya,ashram,advanced,naturopathy_package_336
3239,naturopathy,message therapy,ashram,advanced,naturopathy_package_337
3240,naturopathy,chromo therapy,ashram,advanced,naturopathy_package_338
3241,naturopathy,diet therapy,ashram,advanced,naturopathy_package_339
3242,naturopathy,sauna,ashram,advanced,naturopathy_package_340
3243,ayurvedic,abhyanga,ashram,advanced,ayurvedic_package_571
3244,ayurvedic,takradhara,ashram,advanced,ayurvedic_package_572
3245,ayurvedic,narangakizi,ashram,advanced,ayurvedic_package_573
3246,ayurvedic,sirodhara,ashram,advanced,ayurvedic_package_574
3247,ayurvedic,pizichil,ashram,advanced,ayurvedic_package_575
3248,ayurvedic,mukh lepa,ashram,advanced,ayurvedic_package_576
3249,ayurvedic,tan lepa,ashram,advanced,ayurvedic_package_577
3250,ayurvedic,navarakizi,ashram,advanced,ayurvedic_package_578
3251,ayurvedic,choorna swedana,ashram,advanced,ayurvedic_package_579
3252,ayurvedic,janu vasti,ashram,advanced,ayurvedic_package_580
3253,ayurvedic,udh warthana,ashram,advanced,ayurvedic_package_581
3254,ayurvedic,lepam,ashram,advanced,ayurvedic_package_582
3255,ayurvedic,nijavarakizi,ashram,advanced,ayurvedic_package_583
3256,ayurvedic,kati vasti,ashram,advanced,ayurvedic_package_584
3257,ayurvedic,thalapizhichil,ashram,advanced,ayurvedic_package_585
3258,ayurvedic,siro vasthy,ashram,advanced,ayurvedic_package_586
3259,ayurvedic,snehapanam,ashram,advanced,ayurvedic_package_587
3260,ayurvedic,swedana karma,ashram,advanced,ayurvedic_package_588
3261,ayurvedic,oil message,ashram,advanced,ayurvedic_package_589
3262,ayurvedic,elakizi,ashram,advanced,ayurvedic_package_590
3263,ayurvedic,polikizi,ashram,advanced,ayurvedic_package_591
3264,ayurvedic,nasyam,ashram,advanced,ayurvedic_package_592
3265,ayurvedic,virechanam,ashram,advanced,ayurvedic_package_593
3266,ayurvedic,vasathy,ashram,advanced,ayurvedic_package_594
3267,ayurvedic,tharpanam,ashram,advanced,ayurvedic_package_595
3268,ayurvedic,vamana,ashram,advanced,ayurvedic_package_596
3269,ayurvedic,rakthamoksham,ashram,advanced,ayurvedic_package_597
3270,ayurvedic,snehana karma,ashram,advanced,ayurvedic_package_598
3271,ayurvedic,lifestyle disorder ,ashram,advanced,ayurvedic_package_599
3272,ayurvedic,herbology,ashram,advanced,ayurvedic_package_600
3273,therapy,reiki,ashram,advanced,therapy_package_590
3274,therapy,accupunture,ashram,advanced,therapy_package_591
3275,therapy,aromatherapy,ashram,advanced,therapy_package_592
3276,therapy,mantra chanting,ashram,advanced,therapy_package_593
3277,therapy,eye rejuvenator,ashram,advanced,therapy_package_594
3278,therapy,jasmine salt scrub,ashram,advanced,therapy_package_595
3279,therapy,physiotherapy,ashram,advanced,therapy_package_596
3280,therapy,reflexology,ashram,advanced,therapy_package_597
3281,therapy,grounding salt scrub,ashram,advanced,therapy_package_598
3282,therapy,grounding aroma cocoon,ashram,advanced,therapy_package_599
3283,therapy,energising earth wrap detoxification,ashram,advanced,therapy_package_600
3284,therapy,aroma cocoon,ashram,advanced,therapy_package_601
3285,therapy,herbal steam bath,ashram,advanced,therapy_package_602
3286,therapy,trataka,ashram,advanced,therapy_package_603
3287,therapy,laghu shanka prathalan,ashram,advanced,therapy_package_604
3288,therapy,calming rose quartz,ashram,advanced,therapy_package_605
3289,therapy,herbal mud plaster,ashram,advanced,therapy_package_606
3290,therapy,herbal detox bath,ashram,advanced,therapy_package_607
3291,therapy,herbal detox mud therapy,ashram,advanced,therapy_package_608
3292,therapy,vedic meditation,ashram,advanced,therapy_package_609
3293,therapy,vedic satkriya,ashram,advanced,therapy_package_610
3294,therapy,yogic satkriya,ashram,advanced,therapy_package_611
3295,therapy,sarvanga lepa,ashram,advanced,therapy_package_612
3296,therapy,aroma hot mud plaster,ashram,advanced,therapy_package_613
3297,therapy,energising scrub,ashram,advanced,therapy_package_614
3298,therapy,vedic healing,ashram,advanced,therapy_package_615
3299,therapy,pranayama,ashram,advanced,therapy_package_616
3300,therapy,prayer,ashram,advanced,therapy_package_617
3301,therapy,fire ceremony (havan),ashram,advanced,therapy_package_618
3302,therapy,silence (mauna),ashram,advanced,therapy_package_619
3303,therapy,chill plunge pool,ashram,advanced,therapy_package_620
3304,facials,vishuddha harmonizing,ashram,advanced,facials_package_96
3305,facials,skin freshner,ashram,advanced,facials_package_97
3306,facials,honey and rose,ashram,advanced,facials_package_98
3307,facials,rose quartz,ashram,advanced,facials_package_99
3308,facials,royal facial with eye rejuvenation,ashram,advanced,facials_package_100
3309,adventure,kayaking,ashram,advanced,adventure_package_248
3310,adventure,hiking,ashram,advanced,adventure_package_249
3311,adventure,treking,ashram,advanced,adventure_package_250
3312,adventure,sailing,ashram,advanced,adventure_package_251
3313,adventure,diving,ashram,advanced,adventure_package_252
3314,adventure,cycling,ashram,advanced,adventure_package_253
3315,adventure,surfing,ashram,advanced,adventure_package_254
3316,adventure,horse riding,ashram,advanced,adventure_package_255
3317,adventure,skiing,ashram,advanced,adventure_package_256
3318,adventure,running,ashram,advanced,adventure_package_257
3319,adventure,river rafting,ashram,advanced,adventure_package_258
3320,adventure,waling,ashram,advanced,adventure_package_259
3321,adventure,wild life safari,ashram,advanced,adventure_package_260
3322,local,language course,ashram,advanced,local_package_303
3323,local,kitesurfing,ashram,advanced,local_package_304
3324,local,astrology,ashram,advanced,local_package_305
3325,local,photography,ashram,advanced,local_package_306
3326,local,painting,ashram,advanced,local_package_307
3327,local,dancing,ashram,advanced,local_package_308
3328,local,life coaching,ashram,advanced,local_package_309
3329,local,festivals,ashram,advanced,local_package_310
3330,local,sightseeing,ashram,advanced,local_package_311
3331,local,nature walk,ashram,advanced,local_package_312
3332,local,bird watching,ashram,advanced,local_package_313
3333,local,art,ashram,advanced,local_package_314
3334,local,pottery,ashram,advanced,local_package_315
3335,local,mehandi,ashram,advanced,local_package_316
3336,local,ganges arati,ashram,advanced,local_package_317
3337,local,cooking,ashram,advanced,local_package_318
3338,yoga,hatha,spa resort,advanced,yoga_package_521
3339,yoga,vinyasa,spa resort,advanced,yoga_package_522
3340,yoga,ashtanga,spa resort,advanced,yoga_package_523
3341,yoga,anusara,spa resort,advanced,yoga_package_524
3342,yoga,bikram,spa resort,advanced,yoga_package_525
3343,yoga,kundalini,spa resort,advanced,yoga_package_526
3344,yoga,nada,spa resort,advanced,yoga_package_527
3345,yoga,yin yang,spa resort,advanced,yoga_package_528
3346,yoga,chakra,spa resort,advanced,yoga_package_529
3347,yoga,siddhi,spa resort,advanced,yoga_package_530
3348,yoga,purna,spa resort,advanced,yoga_package_531
3349,yoga,raja,spa resort,advanced,yoga_package_532
3350,yoga,maha,spa resort,advanced,yoga_package_533
3351,yoga,char,spa resort,advanced,yoga_package_534
3352,yoga,bhakti,spa resort,advanced,yoga_package_535
3353,yoga,kriya,spa resort,advanced,yoga_package_536
3354,yoga,power,spa resort,advanced,yoga_package_537
3355,yoga,vipasana,spa resort,advanced,yoga_package_538
3356,yoga,pregnent,spa resort,advanced,yoga_package_539
3357,yoga,prenatal,spa resort,advanced,yoga_package_540
3358,yoga,pranyama,spa resort,advanced,yoga_package_541
3359,yoga,yin,spa resort,advanced,yoga_package_542
3360,yoga,restorative,spa resort,advanced,yoga_package_543
3361,yoga,nidra,spa resort,advanced,yoga_package_544
3362,yoga,flow,spa resort,advanced,yoga_package_545
3363,yoga,teacher training,spa resort,advanced,yoga_package_546
3364,massage,relaxation therapeutic,spa resort,advanced,massage_package_421
3365,massage,ayurveda de stress,spa resort,advanced,massage_package_422
3366,massage,rejuvenation therapeautic,spa resort,advanced,massage_package_423
3367,massage,salt glow,spa resort,advanced,massage_package_424
3368,massage,deep tissue,spa resort,advanced,massage_package_425
3369,massage,manipuri,spa resort,advanced,massage_package_426
3370,massage,grounding aromatherapy,spa resort,advanced,massage_package_427
3371,massage,thai,spa resort,advanced,massage_package_428
3372,massage,indian head,spa resort,advanced,massage_package_429
3373,massage,active,spa resort,advanced,massage_package_430
3374,massage,sports recovery,spa resort,advanced,massage_package_431
3375,massage,swedish,spa resort,advanced,massage_package_432
3376,massage,earth stone,spa resort,advanced,massage_package_433
3377,massage,kundilini back,spa resort,advanced,massage_package_434
3378,massage,anti aging aroma,spa resort,advanced,massage_package_435
3379,massage,detoxifying ayurvedic,spa resort,advanced,massage_package_436
3380,massage,reflexology,spa resort,advanced,massage_package_437
3381,massage,rejuvenation aroma,spa resort,advanced,massage_package_438
3382,massage,healing scrub,spa resort,advanced,massage_package_439
3383,massage,tonic vibro,spa resort,advanced,massage_package_440
3384,massage,merma,spa resort,advanced,massage_package_441
3385,meditation,loving-kindness meditation,spa resort,advanced,meditation_package_161
3386,meditation,body scan or progressive relaxation,spa resort,advanced,meditation_package_162
3387,meditation,mindfulness meditation,spa resort,advanced,meditation_package_163
3388,meditation,breath awareness meditation,spa resort,advanced,meditation_package_164
3389,meditation,kundalini yoga,spa resort,advanced,meditation_package_165
3390,meditation,zen meditation,spa resort,advanced,meditation_package_166
3391,meditation,transcendental meditation,spa resort,advanced,meditation_package_167
3392,meditation,focussed attention meditation,spa resort,advanced,meditation_package_168
3393,naturopathy,mud pack,spa resort,advanced,naturopathy_package_341
3394,naturopathy,hydrotherapy,spa resort,advanced,naturopathy_package_342
3395,naturopathy,hip bath,spa resort,advanced,naturopathy_package_343
3396,naturopathy,spinal bath,spa resort,advanced,naturopathy_package_344
3397,naturopathy,jet spray,spa resort,advanced,naturopathy_package_345
3398,naturopathy,jacuzzi,spa resort,advanced,naturopathy_package_346
3399,naturopathy,pranayama,spa resort,advanced,naturopathy_package_347
3400,naturopathy,sunbath,spa resort,advanced,naturopathy_package_348
3401,naturopathy,fasting,spa resort,advanced,naturopathy_package_349
3402,naturopathy,aromatic hydrotherapy,spa resort,advanced,naturopathy_package_350
3403,naturopathy,stimulating jet blitz showers,spa resort,advanced,naturopathy_package_351
3404,naturopathy,jal neti,spa resort,advanced,naturopathy_package_352
3405,naturopathy,kunjal kriya,spa resort,advanced,naturopathy_package_353
3406,naturopathy,message therapy,spa resort,advanced,naturopathy_package_354
3407,naturopathy,chromo therapy,spa resort,advanced,naturopathy_package_355
3408,naturopathy,diet therapy,spa resort,advanced,naturopathy_package_356
3409,naturopathy,sauna,spa resort,advanced,naturopathy_package_357
3410,ayurvedic,abhyanga,spa resort,advanced,ayurvedic_package_601
3411,ayurvedic,takradhara,spa resort,advanced,ayurvedic_package_602
3412,ayurvedic,narangakizi,spa resort,advanced,ayurvedic_package_603
3413,ayurvedic,sirodhara,spa resort,advanced,ayurvedic_package_604
3414,ayurvedic,pizichil,spa resort,advanced,ayurvedic_package_605
3415,ayurvedic,mukh lepa,spa resort,advanced,ayurvedic_package_606
3416,ayurvedic,tan lepa,spa resort,advanced,ayurvedic_package_607
3417,ayurvedic,navarakizi,spa resort,advanced,ayurvedic_package_608
3418,ayurvedic,choorna swedana,spa resort,advanced,ayurvedic_package_609
3419,ayurvedic,janu vasti,spa resort,advanced,ayurvedic_package_610
3420,ayurvedic,udh warthana,spa resort,advanced,ayurvedic_package_611
3421,ayurvedic,lepam,spa resort,advanced,ayurvedic_package_612
3422,ayurvedic,nijavarakizi,spa resort,advanced,ayurvedic_package_613
3423,ayurvedic,kati vasti,spa resort,advanced,ayurvedic_package_614
3424,ayurvedic,thalapizhichil,spa resort,advanced,ayurvedic_package_615
3425,ayurvedic,siro vasthy,spa resort,advanced,ayurvedic_package_616
3426,ayurvedic,snehapanam,spa resort,advanced,ayurvedic_package_617
3427,ayurvedic,swedana karma,spa resort,advanced,ayurvedic_package_618
3428,ayurvedic,oil message,spa resort,advanced,ayurvedic_package_619
3429,ayurvedic,elakizi,spa resort,advanced,ayurvedic_package_620
3430,ayurvedic,polikizi,spa resort,advanced,ayurvedic_package_621
3431,ayurvedic,nasyam,spa resort,advanced,ayurvedic_package_622
3432,ayurvedic,virechanam,spa resort,advanced,ayurvedic_package_623
3433,ayurvedic,vasathy,spa resort,advanced,ayurvedic_package_624
3434,ayurvedic,tharpanam,spa resort,advanced,ayurvedic_package_625
3435,ayurvedic,vamana,spa resort,advanced,ayurvedic_package_626
3436,ayurvedic,rakthamoksham,spa resort,advanced,ayurvedic_package_627
3437,ayurvedic,snehana karma,spa resort,advanced,ayurvedic_package_628
3438,ayurvedic,lifestyle disorder ,spa resort,advanced,ayurvedic_package_629
3439,ayurvedic,herbology,spa resort,advanced,ayurvedic_package_630
3440,therapy,reiki,spa resort,advanced,therapy_package_621
3441,therapy,accupunture,spa resort,advanced,therapy_package_622
3442,therapy,aromatherapy,spa resort,advanced,therapy_package_623
3443,therapy,mantra chanting,spa resort,advanced,therapy_package_624
3444,therapy,eye rejuvenator,spa resort,advanced,therapy_package_625
3445,therapy,jasmine salt scrub,spa resort,advanced,therapy_package_626
3446,therapy,physiotherapy,spa resort,advanced,therapy_package_627
3447,therapy,reflexology,spa resort,advanced,therapy_package_628
3448,therapy,grounding salt scrub,spa resort,advanced,therapy_package_629
3449,therapy,grounding aroma cocoon,spa resort,advanced,therapy_package_630
3450,therapy,energising earth wrap detoxification,spa resort,advanced,therapy_package_631
3451,therapy,aroma cocoon,spa resort,advanced,therapy_package_632
3452,therapy,herbal steam bath,spa resort,advanced,therapy_package_633
3453,therapy,trataka,spa resort,advanced,therapy_package_634
3454,therapy,laghu shanka prathalan,spa resort,advanced,therapy_package_635
3455,therapy,calming rose quartz,spa resort,advanced,therapy_package_636
3456,therapy,herbal mud plaster,spa resort,advanced,therapy_package_637
3457,therapy,herbal detox bath,spa resort,advanced,therapy_package_638
3458,therapy,herbal detox mud therapy,spa resort,advanced,therapy_package_639
3459,therapy,vedic meditation,spa resort,advanced,therapy_package_640
3460,therapy,vedic satkriya,spa resort,advanced,therapy_package_641
3461,therapy,yogic satkriya,spa resort,advanced,therapy_package_642
3462,therapy,sarvanga lepa,spa resort,advanced,therapy_package_643
3463,therapy,aroma hot mud plaster,spa resort,advanced,therapy_package_644
3464,therapy,energising scrub,spa resort,advanced,therapy_package_645
3465,therapy,vedic healing,spa resort,advanced,therapy_package_646
3466,therapy,pranayama,spa resort,advanced,therapy_package_647
3467,therapy,prayer,spa resort,advanced,therapy_package_648
3468,therapy,fire ceremony (havan),spa resort,advanced,therapy_package_649
3469,therapy,silence (mauna),spa resort,advanced,therapy_package_650
3470,therapy,chill plunge pool,spa resort,advanced,therapy_package_651
3471,facials,vishuddha harmonizing,spa resort,advanced,facials_package_101
3472,facials,skin freshner,spa resort,advanced,facials_package_102
3473,facials,honey and rose,spa resort,advanced,facials_package_103
3474,facials,rose quartz,spa resort,advanced,facials_package_104
3475,facials,royal facial with eye rejuvenation,spa resort,advanced,facials_package_105
3476,adventure,kayaking,spa resort,advanced,adventure_package_261
3477,adventure,hiking,spa resort,advanced,adventure_package_262
3478,adventure,treking,spa resort,advanced,adventure_package_263
3479,adventure,sailing,spa resort,advanced,adventure_package_264
3480,adventure,diving,spa resort,advanced,adventure_package_265
3481,adventure,cycling,spa resort,advanced,adventure_package_266
3482,adventure,surfing,spa resort,advanced,adventure_package_267
3483,adventure,horse riding,spa resort,advanced,adventure_package_268
3484,adventure,skiing,spa resort,advanced,adventure_package_269
3485,adventure,running,spa resort,advanced,adventure_package_270
3486,adventure,river rafting,spa resort,advanced,adventure_package_271
3487,adventure,waling,spa resort,advanced,adventure_package_272
3488,adventure,wild life safari,spa resort,advanced,adventure_package_273
3489,local,language course,spa resort,advanced,local_package_319
3490,local,kitesurfing,spa resort,advanced,local_package_320
3491,local,astrology,spa resort,advanced,local_package_321
3492,local,photography,spa resort,advanced,local_package_322
3493,local,painting,spa resort,advanced,local_package_323
3494,local,dancing,spa resort,advanced,local_package_324
3495,local,life coaching,spa resort,advanced,local_package_325
3496,local,festivals,spa resort,advanced,local_package_326
3497,local,sightseeing,spa resort,advanced,local_package_327
3498,local,nature walk,spa resort,advanced,local_package_328
3499,local,bird watching,spa resort,advanced,local_package_329
3500,local,art,spa resort,advanced,local_package_330
3501,local,pottery,spa resort,advanced,local_package_331
3502,local,mehandi,spa resort,advanced,local_package_332
3503,local,ganges arati,spa resort,advanced,local_package_333
3504,local,cooking,spa resort,advanced,local_package_334
3505,yoga,hatha,wellness hotel,advanced,yoga_package_547
3506,yoga,vinyasa,wellness hotel,advanced,yoga_package_548
3507,yoga,ashtanga,wellness hotel,advanced,yoga_package_549
3508,yoga,anusara,wellness hotel,advanced,yoga_package_550
3509,yoga,bikram,wellness hotel,advanced,yoga_package_551
3510,yoga,kundalini,wellness hotel,advanced,yoga_package_552
3511,yoga,nada,wellness hotel,advanced,yoga_package_553
3512,yoga,yin yang,wellness hotel,advanced,yoga_package_554
3513,yoga,chakra,wellness hotel,advanced,yoga_package_555
3514,yoga,siddhi,wellness hotel,advanced,yoga_package_556
3515,yoga,purna,wellness hotel,advanced,yoga_package_557
3516,yoga,raja,wellness hotel,advanced,yoga_package_558
3517,yoga,maha,wellness hotel,advanced,yoga_package_559
3518,yoga,char,wellness hotel,advanced,yoga_package_560
3519,yoga,bhakti,wellness hotel,advanced,yoga_package_561
3520,yoga,kriya,wellness hotel,advanced,yoga_package_562
3521,yoga,power,wellness hotel,advanced,yoga_package_563
3522,yoga,vipasana,wellness hotel,advanced,yoga_package_564
3523,yoga,pregnent,wellness hotel,advanced,yoga_package_565
3524,yoga,prenatal,wellness hotel,advanced,yoga_package_566
3525,yoga,pranyama,wellness hotel,advanced,yoga_package_567
3526,yoga,yin,wellness hotel,advanced,yoga_package_568
3527,yoga,restorative,wellness hotel,advanced,yoga_package_569
3528,yoga,nidra,wellness hotel,advanced,yoga_package_570
3529,yoga,flow,wellness hotel,advanced,yoga_package_571
3530,yoga,teacher training,wellness hotel,advanced,yoga_package_572
3531,massage,relaxation therapeutic,wellness hotel,advanced,massage_package_442
3532,massage,ayurveda de stress,wellness hotel,advanced,massage_package_443
3533,massage,rejuvenation therapeautic,wellness hotel,advanced,massage_package_444
3534,massage,salt glow,wellness hotel,advanced,massage_package_445
3535,massage,deep tissue,wellness hotel,advanced,massage_package_446
3536,massage,manipuri,wellness hotel,advanced,massage_package_447
3537,massage,grounding aromatherapy,wellness hotel,advanced,massage_package_448
3538,massage,thai,wellness hotel,advanced,massage_package_449
3539,massage,indian head,wellness hotel,advanced,massage_package_450
3540,massage,active,wellness hotel,advanced,massage_package_451
3541,massage,sports recovery,wellness hotel,advanced,massage_package_452
3542,massage,swedish,wellness hotel,advanced,massage_package_453
3543,massage,earth stone,wellness hotel,advanced,massage_package_454
3544,massage,kundilini back,wellness hotel,advanced,massage_package_455
3545,massage,anti aging aroma,wellness hotel,advanced,massage_package_456
3546,massage,detoxifying ayurvedic,wellness hotel,advanced,massage_package_457
3547,massage,reflexology,wellness hotel,advanced,massage_package_458
3548,massage,rejuvenation aroma,wellness hotel,advanced,massage_package_459
3549,massage,healing scrub,wellness hotel,advanced,massage_package_460
3550,massage,tonic vibro,wellness hotel,advanced,massage_package_461
3551,massage,merma,wellness hotel,advanced,massage_package_462
3552,meditation,loving-kindness meditation,wellness hotel,advanced,meditation_package_169
3553,meditation,body scan or progressive relaxation,wellness hotel,advanced,meditation_package_170
3554,meditation,mindfulness meditation,wellness hotel,advanced,meditation_package_171
3555,meditation,breath awareness meditation,wellness hotel,advanced,meditation_package_172
3556,meditation,kundalini yoga,wellness hotel,advanced,meditation_package_173
3557,meditation,zen meditation,wellness hotel,advanced,meditation_package_174
3558,meditation,transcendental meditation,wellness hotel,advanced,meditation_package_175
3559,meditation,focussed attention meditation,wellness hotel,advanced,meditation_package_176
3560,naturopathy,mud pack,wellness hotel,advanced,naturopathy_package_358
3561,naturopathy,hydrotherapy,wellness hotel,advanced,naturopathy_package_359
3562,naturopathy,hip bath,wellness hotel,advanced,naturopathy_package_360
3563,naturopathy,spinal bath,wellness hotel,advanced,naturopathy_package_361
3564,naturopathy,jet spray,wellness hotel,advanced,naturopathy_package_362
3565,naturopathy,jacuzzi,wellness hotel,advanced,naturopathy_package_363
3566,naturopathy,pranayama,wellness hotel,advanced,naturopathy_package_364
3567,naturopathy,sunbath,wellness hotel,advanced,naturopathy_package_365
3568,naturopathy,fasting,wellness hotel,advanced,naturopathy_package_366
3569,naturopathy,aromatic hydrotherapy,wellness hotel,advanced,naturopathy_package_367
3570,naturopathy,stimulating jet blitz showers,wellness hotel,advanced,naturopathy_package_368
3571,naturopathy,jal neti,wellness hotel,advanced,naturopathy_package_369
3572,naturopathy,kunjal kriya,wellness hotel,advanced,naturopathy_package_370
3573,naturopathy,message therapy,wellness hotel,advanced,naturopathy_package_371
3574,naturopathy,chromo therapy,wellness hotel,advanced,naturopathy_package_372
3575,naturopathy,diet therapy,wellness hotel,advanced,naturopathy_package_373
3576,naturopathy,sauna,wellness hotel,advanced,naturopathy_package_374
3577,ayurvedic,abhyanga,wellness hotel,advanced,ayurvedic_package_631
3578,ayurvedic,takradhara,wellness hotel,advanced,ayurvedic_package_632
3579,ayurvedic,narangakizi,wellness hotel,advanced,ayurvedic_package_633
3580,ayurvedic,sirodhara,wellness hotel,advanced,ayurvedic_package_634
3581,ayurvedic,pizichil,wellness hotel,advanced,ayurvedic_package_635
3582,ayurvedic,mukh lepa,wellness hotel,advanced,ayurvedic_package_636
3583,ayurvedic,tan lepa,wellness hotel,advanced,ayurvedic_package_637
3584,ayurvedic,navarakizi,wellness hotel,advanced,ayurvedic_package_638
3585,ayurvedic,choorna swedana,wellness hotel,advanced,ayurvedic_package_639
3586,ayurvedic,janu vasti,wellness hotel,advanced,ayurvedic_package_640
3587,ayurvedic,udh warthana,wellness hotel,advanced,ayurvedic_package_641
3588,ayurvedic,lepam,wellness hotel,advanced,ayurvedic_package_642
3589,ayurvedic,nijavarakizi,wellness hotel,advanced,ayurvedic_package_643
3590,ayurvedic,kati vasti,wellness hotel,advanced,ayurvedic_package_644
3591,ayurvedic,thalapizhichil,wellness hotel,advanced,ayurvedic_package_645
3592,ayurvedic,siro vasthy,wellness hotel,advanced,ayurvedic_package_646
3593,ayurvedic,snehapanam,wellness hotel,advanced,ayurvedic_package_647
3594,ayurvedic,swedana karma,wellness hotel,advanced,ayurvedic_package_648
3595,ayurvedic,oil message,wellness hotel,advanced,ayurvedic_package_649
3596,ayurvedic,elakizi,wellness hotel,advanced,ayurvedic_package_650
3597,ayurvedic,polikizi,wellness hotel,advanced,ayurvedic_package_651
3598,ayurvedic,nasyam,wellness hotel,advanced,ayurvedic_package_652
3599,ayurvedic,virechanam,wellness hotel,advanced,ayurvedic_package_653
3600,ayurvedic,vasathy,wellness hotel,advanced,ayurvedic_package_654
3601,ayurvedic,tharpanam,wellness hotel,advanced,ayurvedic_package_655
3602,ayurvedic,vamana,wellness hotel,advanced,ayurvedic_package_656
3603,ayurvedic,rakthamoksham,wellness hotel,advanced,ayurvedic_package_657
3604,ayurvedic,snehana karma,wellness hotel,advanced,ayurvedic_package_658
3605,ayurvedic,lifestyle disorder ,wellness hotel,advanced,ayurvedic_package_659
3606,ayurvedic,herbology,wellness hotel,advanced,ayurvedic_package_660
3607,therapy,reiki,wellness hotel,advanced,therapy_package_652
3608,therapy,accupunture,wellness hotel,advanced,therapy_package_653
3609,therapy,aromatherapy,wellness hotel,advanced,therapy_package_654
3610,therapy,mantra chanting,wellness hotel,advanced,therapy_package_655
3611,therapy,eye rejuvenator,wellness hotel,advanced,therapy_package_656
3612,therapy,jasmine salt scrub,wellness hotel,advanced,therapy_package_657
3613,therapy,physiotherapy,wellness hotel,advanced,therapy_package_658
3614,therapy,reflexology,wellness hotel,advanced,therapy_package_659
3615,therapy,grounding salt scrub,wellness hotel,advanced,therapy_package_660
3616,therapy,grounding aroma cocoon,wellness hotel,advanced,therapy_package_661
3617,therapy,energising earth wrap detoxification,wellness hotel,advanced,therapy_package_662
3618,therapy,aroma cocoon,wellness hotel,advanced,therapy_package_663
3619,therapy,herbal steam bath,wellness hotel,advanced,therapy_package_664
3620,therapy,trataka,wellness hotel,advanced,therapy_package_665
3621,therapy,laghu shanka prathalan,wellness hotel,advanced,therapy_package_666
3622,therapy,calming rose quartz,wellness hotel,advanced,therapy_package_667
3623,therapy,herbal mud plaster,wellness hotel,advanced,therapy_package_668
3624,therapy,herbal detox bath,wellness hotel,advanced,therapy_package_669
3625,therapy,herbal detox mud therapy,wellness hotel,advanced,therapy_package_670
3626,therapy,vedic meditation,wellness hotel,advanced,therapy_package_671
3627,therapy,vedic satkriya,wellness hotel,advanced,therapy_package_672
3628,therapy,yogic satkriya,wellness hotel,advanced,therapy_package_673
